CustomerId,Surname,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,balance_log,salary_log,product_norm,tenure_norm,card_flag,active_flag,salary_balance_ratio,product_per_tenure,zero_balance_flag,high_balance_flag,Balance_Category,engagement_score,low_engagement_flag,activity_product_interaction,balance_activity_gap,tenure_engagement_ratio,is_dormant_high_value,product_intensity,Geography_Germany,Geography_Spain,Gender_Male,cluster_id,dist_to_cluster_0,dist_to_cluster_1,dist_to_cluster_2,dist_to_cluster_3,dist_to_cluster_4,Engagement_Segment,is_active_power_core,is_active_casual,is_inactive_disengaged,is_inactive_high_balance,is_inactive_low_balance,customer_value_segment,Exited
15634602,Hargrave,619,42,2,0.0,1,1,1,101348.88,0.0,11.526333967863659,0.25,0.2,1,1,101348.88,0.3333333333333333,1,0,Zero Balance,0.545,0,1,0.0,0.18166666666666667,0,Low,False,False,False,2,3.3448047932809204,2.1135979874210347,1.8265475637710749,3.1178857806574385,2.797039086298274,Inactive_Disengaged,0,0,1,0,0,Low Value,1
15647311,Hill,608,41,1,83807.86,1,0,1,112542.58,11.336294008805,11.63109580339299,0.25,0.1,0,1,1.3428482382411597,0.5,0,0,Medium Balance,0.621770630797114,0,1,0.0,0.310885315398557,0,Low,False,True,False,1,3.4907607690233275,0.9361799927576201,2.9754591103015122,2.5087272954054227,2.310125187617333,Inactive_High_Balance,0,0,0,1,0,High Value,0
15619304,Onio,502,42,8,159660.8,3,1,0,113931.57,11.980813107093399,11.643362061148615,0.75,0.8,1,0,0.7135806435853786,0.3333333333333333,0,1,High Balance,0.4995466538576683,0,0,159660.8,0.055505183761963145,1,High,False,False,False,3,4.146791336099576,3.83965000990582,3.1725565311314825,1.8269882742931076,3.457481862976996,Active_Power_Core,1,0,0,0,0,Platinum Value,1
15701354,Boni,699,39,1,0.0,2,0,0,93826.63,0.0,11.44921465451897,0.5,0.1,0,0,93826.63,1.0,1,0,Zero Balance,0.16,1,0,0.0,0.08,0,Medium,False,False,False,2,3.6766620366868557,2.9752344053743376,1.884648690983814,3.3959799309979286,3.9311641928735854,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15737888,Mitchell,850,43,2,125510.82,1,1,1,79084.1,11.740155216385942,11.278279766859077,0.25,0.2,1,1,0.6300928470322557,0.3333333333333333,0,0,Medium Balance,0.6866431536932587,0,1,0.0,0.22888105123108624,0,Low,False,True,False,1,3.175026404537342,1.099473432827735,2.9931466912788993,2.326919249620122,2.0428644793271338,Inactive_High_Balance,0,0,0,1,0,High Value,0
15574012,Chu,645,44,8,113755.78,2,1,0,149756.71,11.64181793943253,11.916774000462029,0.5,0.8,1,0,1.3164640384511586,0.2222222222222222,0,0,Medium Balance,0.42045672968296544,0,0,113755.78,0.04671741440921838,0,Medium,False,True,True,3,3.60869867976374,2.566478957605967,2.3896612412945863,1.4171799132106668,1.8910886993508482,Active_Power_Core,1,0,0,0,0,Platinum Value,1
15592531,Bartlett,822,50,7,0.0,2,1,1,10062.8,0.0,9.216700105928764,0.5,0.7,1,1,10062.8,0.25,1,0,Zero Balance,0.67,0,2,0.0,0.08375,0,Medium,False,False,True,0,1.9401771855923833,3.8976966204646875,2.6365183536999495,3.113842758358577,3.5108358223264635,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
15656148,Obinna,376,29,4,115046.74,4,1,0,119346.88,11.65310245163737,11.689797868726936,1.0,0.4,1,0,1.0373683133627831,0.8,0,0,Medium Balance,0.5305928755743207,0,0,115046.74,0.10611857511486414,0,High,True,False,False,3,5.291535689811502,5.058752866139764,4.37266353633338,3.270362185621578,5.311209111263534,Active_Power_Core,1,0,0,0,0,Platinum Value,1
15792365,He,501,44,4,142051.07,2,0,1,74940.5,11.863948959509845,11.22446308816017,0.5,0.4,0,1,0.5275565502142981,0.4,0,1,High Balance,0.7331367060237329,0,2,0.0,0.14662734120474658,0,Medium,False,False,True,3,3.0592064468645805,2.1214195412883927,2.6322268361101284,0.7799977451097141,2.303134847374088,Active_Power_Core,1,0,0,0,0,Platinum Value,0
15592389,H?,684,27,2,134603.88,1,1,1,71725.73,11.810098951107612,11.18061876046109,0.25,0.2,1,1,0.5328612900215801,0.3333333333333333,0,1,High Balance,0.6874870140157555,0,1,0.0,0.22916233800525185,0,Low,False,False,True,1,3.1010460136102673,1.119973305223355,3.0103980874535115,2.3370971556276015,2.053371810936239,Inactive_High_Balance,0,0,0,1,0,High Value,0
15767821,Bearce,528,31,6,102016.72,2,0,0,80181.12,11.532901802668079,11.292055826355808,0.5,0.6,0,0,0.7859528717167958,0.2857142857142857,0,0,Medium Balance,0.3491426733681161,0,0,102016.72,0.04987752476687373,0,Medium,False,False,True,3,2.9304578750915438,2.0828509847997405,2.1439006736217965,1.3615027857039954,2.0255649607538033,Active_Power_Core,1,0,0,0,0,Platinum Value,0
15737173,Andrews,497,24,3,0.0,2,1,0,76390.01,0.0,11.243620298073868,0.5,0.3,1,0,76390.01,0.5,1,0,Zero Balance,0.23,1,0,0.0,0.0575,0,Medium,False,True,True,2,3.198233139869104,2.8143134447081635,1.2033897986751259,2.9305345919033035,3.427784461098742,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15632264,Kay,476,34,10,0.0,2,1,0,26260.98,0.0,10.175877544862038,0.5,1.0,1,0,26260.98,0.18181818181818182,1,0,Zero Balance,0.30000000000000004,0,0,0.0,0.02727272727272728,0,Medium,False,False,False,2,2.850475227967453,3.977284707264178,2.2310848508370826,3.286072156975889,3.2577491085487464,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15691483,Chin,549,25,5,0.0,2,0,0,190857.79,0.0,12.159289114225695,0.5,0.5,0,0,190857.79,0.3333333333333333,1,0,Zero Balance,0.2,1,0,0.0,0.03333333333333333,0,Medium,False,False,False,2,3.962492795237884,3.094733176462569,1.307646290996359,2.982424729072192,3.3193576808746403,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15600882,Scott,635,35,7,0.0,2,1,1,65951.65,0.0,11.096692339294215,0.5,0.7,1,1,65951.65,0.25,1,0,Zero Balance,0.67,0,2,0.0,0.08375,0,Medium,False,True,False,2,3.0321150872652396,3.2258817716281385,1.436883341050713,2.179379277310031,2.746392836924583,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15643966,Goforth,616,45,3,143129.41,2,0,1,64327.26,11.87151145170291,11.071754316005665,0.5,0.3,0,1,0.44943111669979846,0.5,0,1,High Balance,0.7232279463203273,0,2,0.0,0.18080698658008182,0,Medium,True,False,True,3,2.9689807429663384,2.045482834787327,2.694143138154227,1.0629964459350265,2.505615056698784,Active_Power_Core,1,0,0,0,0,Platinum Value,0
15737452,Romeo,653,58,1,132602.88,1,1,0,5097.67,11.79512161724095,8.53673500038855,0.25,0.1,1,0,0.038442841943991383,0.5,0,1,High Balance,0.2773063148032075,1,0,132602.88,0.13865315740160375,1,Low,True,False,True,0,2.0590869664157805,3.053772705196902,4.152669458517921,4.197663762038009,3.8866126595809143,Inactive_Low_Balance,0,0,0,0,1,Medium Value,1
15788218,Henderson,549,24,9,0.0,2,1,1,14406.41,0.0,9.575497936544824,0.5,0.9,1,1,14406.41,0.2,1,0,Zero Balance,0.6900000000000001,0,2,0.0,0.069,0,Medium,False,True,False,0,2.43885647496806,4.077531458289519,2.6648814868695414,3.0738138002373665,3.343585171711971,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
15661507,Muldrow,587,45,6,0.0,1,0,0,158684.81,0.0,11.974681488528173,0.25,0.6,0,0,158684.81,0.14285714285714285,1,0,Zero Balance,0.135,1,0,0.0,0.019285714285714288,0,Low,False,True,True,2,3.949474078776246,2.9118953428186534,2.015313978067201,3.715621994486163,2.897514500186786,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15568982,Hao,726,24,6,0.0,2,1,1,54724.03,0.0,10.910076470586436,0.5,0.6,1,1,54724.03,0.2857142857142857,1,0,Zero Balance,0.6600000000000001,0,2,0.0,0.0942857142857143,0,Medium,False,False,False,2,2.8013542285507946,3.078010032249757,1.332209923130782,2.1584943219981407,2.810838299411191,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15577657,McDonald,732,41,8,0.0,2,1,1,170886.17,0.0,12.048758793143364,0.5,0.8,1,1,170886.17,0.2222222222222222,1,0,Zero Balance,0.6800000000000002,0,2,0.0,0.07555555555555557,0,Medium,False,False,True,2,3.925362701521527,3.4710125928644717,1.7386380569059336,2.341868922218944,2.809799445719575,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15597945,Dellucci,636,32,8,0.0,2,1,0,138555.46,0.0,11.839033174971048,0.5,0.8,1,0,138555.46,0.2222222222222222,1,0,Zero Balance,0.28,1,0,0.0,0.031111111111111114,0,Medium,False,True,False,2,3.7367958767188507,3.379380762569503,1.3245880383431654,2.812272449149001,2.9660739936283043,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15699309,Gerasimov,510,38,4,0.0,1,1,0,118913.53,0.0,11.68616027874501,0.25,0.4,1,0,118913.53,0.2,1,0,Zero Balance,0.165,1,0,0.0,0.033,0,Low,False,True,False,2,3.642142714036291,2.560068850248764,1.8702622240305387,3.6300523705952683,2.976542204614686,Inactive_Disengaged,0,0,1,0,0,Low Value,1
15725737,Mosman,669,46,3,0.0,2,0,1,8487.75,0.0,9.046497036428,0.5,0.3,0,1,8487.75,0.5,1,0,Zero Balance,0.5800000000000001,0,2,0.0,0.14500000000000002,0,Medium,False,False,True,0,1.6892065802971812,3.572892420557963,2.642274787178325,3.3114780075239985,3.9054812389860074,Inactive_Low_Balance,0,0,0,0,1,Medium Value,0
15625047,Yen,846,38,5,0.0,1,1,1,187616.16,0.0,12.142158782586376,0.25,0.5,1,1,187616.16,0.16666666666666666,1,0,Zero Balance,0.5750000000000001,0,1,0.0,0.09583333333333334,0,Low,False,False,False,2,3.773451616463061,2.443859414539697,1.706304194921986,2.949045416103266,2.3361795939314822,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15738191,Maclean,577,25,3,0.0,2,0,1,124508.29,0.0,11.732135610576975,0.5,0.3,0,1,124508.29,0.5,1,0,Zero Balance,0.5800000000000001,0,2,0.0,0.14500000000000002,0,Medium,False,False,True,2,3.446356495030098,2.6826814323050887,1.1263834049290518,2.273254785537345,3.112471070214195,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15736816,Young,756,36,2,136815.64,1,1,1,170041.95,11.826396914200256,12.04380633118133,0.25,0.2,1,1,1.2428455339935258,0.3333333333333333,0,1,High Balance,0.6876836464152996,0,1,0.0,0.22922788213843318,0,Low,True,False,True,1,3.829640788119517,1.268429244856098,3.0631790681863684,2.3961164288688748,2.1381022687849462,Inactive_High_Balance,0,0,0,1,0,High Value,0
15700772,Nebechi,571,44,9,0.0,2,0,0,38433.35,0.0,10.556706869971176,0.5,0.9,0,0,38433.35,0.2,1,0,Zero Balance,0.24,1,0,0.0,0.024,0,Medium,False,False,True,2,2.967981730468363,3.7138769204406827,1.8660695250537194,3.1535292149114595,3.173229095929264,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15728693,McWilliams,574,43,3,141349.43,1,1,1,100187.43,11.858997405211202,11.51480799190396,0.25,0.3,1,1,0.7087875855772069,0.25,0,1,High Balance,0.6980769662883022,0,1,0.0,0.17451924157207555,0,Low,True,False,False,1,3.310007603319927,1.1677340677792951,2.9254844513224425,2.1708648458094357,1.741796050279709,Inactive_High_Balance,0,0,0,1,0,High Value,0
15656300,Lucciano,411,29,0,59697.17,2,1,1,53483.21,10.997056645644541,10.887141749134745,0.5,0.0,1,1,0.8958936262200332,2.0,0,0,Medium Balance,0.7326777845712339,0,2,0.0,0.7326777845712339,0,Medium,False,False,True,3,3.190682136724931,2.248017384082507,3.0750253730064205,2.0475754161477107,3.2949833806231914,Active_Power_Core,1,0,0,0,0,Platinum Value,0
15589475,Azikiwe,591,39,3,0.0,3,1,0,140469.38,0.0,11.852751927025254,0.75,0.3,1,0,140469.38,0.75,1,0,Zero Balance,0.30499999999999994,0,0,0.0,0.07624999999999998,0,High,False,True,False,2,4.339528750514955,3.9763977529901022,2.287936539618948,3.099724045067302,4.458182736148958,Inactive_Disengaged,0,0,1,0,0,Low Value,1
15706552,Odinakachukwu,533,36,7,85311.7,1,0,1,156731.91,11.354078608681013,11.962298425438041,0.25,0.7,0,1,1.8371462865435042,0.125,0,0,Medium Balance,0.6819851992391134,0,1,0.0,0.08524814990488917,0,Low,False,False,True,4,3.6824317986834516,2.011611108621939,2.8679854646313356,2.1166408392628653,0.8737147582938262,Active_Casual,0,1,0,0,0,High Value,0
15750181,Sanderson,553,41,9,110112.54,2,0,0,81898.81,11.60926729425936,11.31325194993615,0.5,0.9,0,0,0.74376693365775,0.2,0,0,Medium Balance,0.3800640111922727,0,0,110112.54,0.03800640111922727,0,Medium,True,False,True,3,3.2398987024332495,2.8124341936839543,2.5154442480847488,1.714512215921913,1.9494285662802657,Active_Power_Core,1,0,0,0,0,Platinum Value,0
15659428,Maggard,520,42,6,0.0,2,1,1,34410.55,0.0,10.446147542822073,0.5,0.6,1,1,34410.55,0.2857142857142857,1,0,Zero Balance,0.6600000000000001,0,2,0.0,0.0942857142857143,0,Medium,False,True,False,2,2.4529276293626916,3.188138468426515,1.5778961208433386,2.3213809811227186,2.9309201854002693,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15732963,Clements,722,29,9,0.0,2,1,1,142033.07,0.0,11.863822237382365,0.5,0.9,1,1,142033.07,0.2,1,0,Zero Balance,0.6900000000000001,0,2,0.0,0.069,0,Medium,False,True,False,2,3.895000121255923,3.662702161256971,1.9411180717395091,2.4580433668003896,2.823410236493513,Inactive_Disengaged,0,0,1,0,0,Low Value,0
15794171,Lombardo,475,45,0,134264.04,1,1,0,27822.99,11.807571035891401,10.233653877192044,0.25,0.0,1,0,0.2072243824602443,1.0,0,1,High Balance,0.26745651511034113,1,0,134264.04,0.26745651511034113,1,Low,False,False,False,1,2.757213453199958,1.6922659395617532,3.3665354302946997,3.440661988506406,3.152193011604422,Inactive_High_Balance,0,0,0,1,0,High Value,1
